GENERATION_PROJECT,timepoint,gen_max_capacity_factor
PV-MET-GUAV,349,0.830439343
PV-MET-GUAV,350,0.78073867
PV-MET-GUAV,351,0.68931946
PV-MET-GUAV,352,0.535807518
PV-MET-GUAV,353,0.311500068
PV-MET-GUAV,354,0.048229595
PV-MET-GUAV,355,0
PV-MET-GUAV,356,0
PV-MET-GUAV,357,0
PV-MET-GUAV,358,0
PV-MET-GUAV,359,0
PV-MET-GUAV,360,0
PV-MET-GUAV,361,0
PV-MET-GUAV,362,0
PV-MET-GUAV,363,0
PV-MET-GUAV,364,0
PV-MET-GUAV,365,0
PV-MET-GUAV,366,0
PV-MET-GUAV,367,0.080833942
PV-MET-GUAV,368,0.367014814
PV-MET-GUAV,369,0.592704452
PV-MET-GUAV,370,0.734693027
PV-MET-GUAV,371,0.802360365
PV-MET-GUAV,372,0.823119331
PV-MET-GUAV,373,0.812187424
PV-MET-GUAV,374,0.757756316
PV-MET-GUAV,375,0.655223992
PV-MET-GUAV,376,0.493112563
PV-MET-GUAV,377,0.269114122
PV-MET-GUAV,378,0.04096641
PV-MET-GUAV,379,0
PV-MET-GUAV,380,0
PV-MET-GUAV,381,0
PV-MET-GUAV,382,0
PV-MET-GUAV,383,0
PV-MET-GUAV,384,0
PV-MET-GUAV,385,0
PV-MET-GUAV,386,0
PV-MET-GUAV,387,0
PV-MET-GUAV,388,0
PV-MET-GUAV,389,0
PV-MET-GUAV,390,0
PV-MET-GUAV,391,0.093534263
PV-MET-GUAV,392,0.395539275
PV-MET-GUAV,393,0.639580407
PV-MET-GUAV,394,0.781697396
PV-MET-GUAV,395,0.843126747
PV-MET-GUAV,396,0.867879757
PV-MET-GUAV,397,0.854001914
PV-MET-GUAV,398,0.811008419
PV-MET-GUAV,399,0.720842281
PV-MET-GUAV,400,0.563387899
PV-MET-GUAV,401,0.32900023
PV-MET-GUAV,402,0.054700512
PV-MET-GUAV,403,0
PV-MET-GUAV,404,0
PV-MET-GUAV,405,0
PV-MET-GUAV,406,0
PV-MET-GUAV,407,0
PV-MET-GUAV,408,0
PV-MET-GUAV,409,0
PV-MET-GUAV,410,0
PV-MET-GUAV,411,0
PV-MET-GUAV,412,0
PV-MET-GUAV,413,0
PV-MET-GUAV,414,0
PV-MET-GUAV,415,0.103780532
PV-MET-GUAV,416,0.426044864
PV-MET-GUAV,417,0.671382021
PV-MET-GUAV,418,0.809614864
PV-MET-GUAV,419,0.866469136
PV-MET-GUAV,420,0.880505434
PV-MET-GUAV,421,0.865142194
PV-MET-GUAV,422,0.816872291
PV-MET-GUAV,423,0.723441003
PV-MET-GUAV,424,0.563036698
PV-MET-GUAV,425,0.332557044
PV-MET-GUAV,426,0.054555993
PV-MET-GUAV,427,0
PV-MET-GUAV,428,0
PV-MET-GUAV,429,0
PV-MET-GUAV,430,0
PV-MET-GUAV,431,0
PV-MET-GUAV,432,0
PV-MET-GUAV,433,0
PV-MET-GUAV,434,0
PV-MET-GUAV,435,0
PV-MET-GUAV,436,0
PV-MET-GUAV,437,0
PV-MET-GUAV,438,0
PV-MET-GUAV,439,0.090150407
PV-MET-GUAV,440,0.389031064
PV-MET-GUAV,441,0.60822861
PV-MET-GUAV,442,0.745566456
PV-MET-GUAV,443,0.820192025
PV-MET-GUAV,444,0.840913598
PV-MET-GUAV,445,0.830439343
PV-MET-GUAV,446,0.78073867
PV-MET-GUAV,447,0.68931946
PV-MET-GUAV,448,0.535807518
PV-MET-GUAV,449,0.311500068
PV-MET-GUAV,450,0.048229595
PV-MET-GUAV,451,0
PV-MET-GUAV,452,0
PV-MET-GUAV,453,0
PV-MET-GUAV,454,0
PV-MET-GUAV,455,0
PV-MET-GUAV,456,0
PV-MET-GUAV,457,0
PV-MET-GUAV,458,0
PV-MET-GUAV,459,0
PV-MET-GUAV,460,0
PV-MET-GUAV,461,0
PV-MET-GUAV,462,0
PV-MET-GUAV,463,0.080833942
PV-MET-GUAV,464,0.367014814
PV-MET-GUAV,465,0.592704452
PV-MET-GUAV,466,0.734693027
PV-MET-GUAV,467,0.802360365
PV-MET-GUAV,468,0.823119331
PV-MET-GUAV,469,0.812187424
PV-MET-GUAV,470,0.757756316
PV-MET-GUAV,471,0.655223992
PV-MET-GUAV,472,0.493112563
PV-MET-GUAV,473,0.269114122
PV-MET-GUAV,474,0.04096641
PV-MET-GUAV,475,0
PV-MET-GUAV,476,0
PV-MET-GUAV,477,0
PV-MET-GUAV,478,0
PV-MET-GUAV,479,0
PV-MET-GUAV,480,0
PV-MET-GUAV,481,0
PV-MET-GUAV,482,0
PV-MET-GUAV,483,0
PV-MET-GUAV,484,0
PV-MET-GUAV,485,0
PV-MET-GUAV,486,0
PV-MET-GUAV,487,0.093534263
PV-MET-GUAV,488,0.395539275
PV-MET-GUAV,489,0.639580407
PV-MET-GUAV,490,0.781697396
PV-MET-GUAV,491,0.843126747
PV-MET-GUAV,492,0.867879757
PV-MET-GUAV,493,0.854001914
PV-MET-GUAV,494,0.811008419
PV-MET-GUAV,495,0.720842281
PV-MET-GUAV,496,0.563387899
PV-MET-GUAV,497,0.32900023
PV-MET-GUAV,498,0.054700512
PV-MET-GUAV,499,0
PV-MET-GUAV,500,0
PV-MET-GUAV,501,0
PV-MET-GUAV,502,0
PV-MET-GUAV,503,0
PV-MET-GUAV,504,0
PV-MET-GUAV,505,0
PV-MET-GUAV,506,0
PV-MET-GUAV,507,0
PV-MET-GUAV,508,0
PV-MET-GUAV,509,0
PV-MET-GUAV,510,0
PV-MET-GUAV,511,0.103780532
PV-MET-GUAV,512,0.426044864
PV-MET-GUAV,513,0.671382021
PV-MET-GUAV,514,0.809614864
PV-MET-GUAV,515,0.866469136
PV-MET-GUAV,516,0.880505434
PV-MET-GUAV,517,0.865142194
PV-MET-GUAV,518,0.816872291
PV-MET-GUAV,519,0.723441003
PV-MET-GUAV,520,0.563036698
PV-MET-GUAV,521,0.332557044
PV-MET-GUAV,522,0.054555993
PV-MET-GUAV,523,0
PV-MET-GUAV,524,0
PV-MET-GUAV,525,0
PV-MET-GUAV,526,0
PV-MET-GUAV,527,0
PV-MET-GUAV,528,0
PV-MET-GUAV,529,0
PV-MET-GUAV,530,0
PV-MET-GUAV,531,0
PV-MET-GUAV,532,0
PV-MET-GUAV,533,0
PV-MET-GUAV,534,0
PV-MET-GUAV,535,0.090150407
PV-MET-GUAV,536,0.389031064
PV-MET-GUAV,537,0.60822861
PV-MET-GUAV,538,0.745566456
PV-MET-GUAV,539,0.820192025
PV-MET-GUAV,540,0.840913598
PV-MET-GUAV,541,0.830439343
PV-MET-GUAV,542,0.78073867
PV-MET-GUAV,543,0.68931946
PV-MET-GUAV,544,0.535807518
PV-MET-GUAV,545,0.311500068
PV-MET-GUAV,546,0.048229595
PV-MET-GUAV,547,0
PV-MET-GUAV,548,0
PV-MET-GUAV,549,0
PV-MET-GUAV,550,0
PV-MET-GUAV,551,0
PV-MET-GUAV,552,0
PV-MET-GUAV,553,0
PV-MET-GUAV,554,0
PV-MET-GUAV,555,0
PV-MET-GUAV,556,0
PV-MET-GUAV,557,0
PV-MET-GUAV,558,0
PV-MET-GUAV,559,0.080833942
PV-MET-GUAV,560,0.367014814
PV-MET-GUAV,561,0.592704452
PV-MET-GUAV,562,0.734693027
PV-MET-GUAV,563,0.802360365
PV-MET-GUAV,564,0.823119331
PV-MET-GUAV,565,0.812187424
PV-MET-GUAV,566,0.757756316
PV-MET-GUAV,567,0.655223992
PV-MET-GUAV,568,0.493112563
PV-MET-GUAV,569,0.269114122
PV-MET-GUAV,570,0.04096641
PV-MET-GUAV,571,0
PV-MET-GUAV,572,0
PV-MET-GUAV,573,0
PV-MET-GUAV,574,0
PV-MET-GUAV,575,0
PV-MET-GUAV,576,0
PV-BOG-CUN,1,0
PV-BOG-CUN,2,0
PV-BOG-CUN,3,0
PV-BOG-CUN,4,0
PV-BOG-CUN,5,0
PV-BOG-CUN,6,0
PV-BOG-CUN,7,0.093534263
PV-BOG-CUN,8,0.395539275
PV-BOG-CUN,9,0.639580407
PV-BOG-CUN,10,0.781697396
PV-BOG-CUN,11,0.843126747
PV-BOG-CUN,12,0.867879757
PV-BOG-CUN,13,0.854001914
PV-BOG-CUN,14,0.811008419
PV-BOG-CUN,15,0.720842281
PV-BOG-CUN,16,0.563387899
PV-BOG-CUN,17,0.32900023
PV-BOG-CUN,18,0.054700512
PV-BOG-CUN,19,0
PV-BOG-CUN,20,0
PV-BOG-CUN,21,0
PV-BOG-CUN,22,0
PV-BOG-CUN,23,0
PV-BOG-CUN,24,0
PV-BOG-CUN,25,0
PV-BOG-CUN,26,0
PV-BOG-CUN,27,0
PV-BOG-CUN,28,0
PV-BOG-CUN,29,0
PV-BOG-CUN,30,0
PV-BOG-CUN,31,0.103780532
PV-BOG-CUN,32,0.426044864
PV-BOG-CUN,33,0.671382021
PV-BOG-CUN,34,0.809614864
PV-BOG-CUN,35,0.866469136
PV-BOG-CUN,36,0.880505434
PV-BOG-CUN,37,0.865142194
PV-BOG-CUN,38,0.816872291
PV-BOG-CUN,39,0.723441003
PV-BOG-CUN,40,0.563036698
PV-BOG-CUN,41,0.332557044
PV-BOG-CUN,42,0.054555993
PV-BOG-CUN,43,0
PV-BOG-CUN,44,0
PV-BOG-CUN,45,0
PV-BOG-CUN,46,0
PV-BOG-CUN,47,0
PV-BOG-CUN,48,0
PV-BOG-CUN,49,0
PV-BOG-CUN,50,0
PV-BOG-CUN,51,0
PV-BOG-CUN,52,0
PV-BOG-CUN,53,0
PV-BOG-CUN,54,0
PV-BOG-CUN,55,0.090150407
PV-BOG-CUN,56,0.389031064
PV-BOG-CUN,57,0.60822861
PV-BOG-CUN,58,0.745566456
PV-BOG-CUN,59,0.820192025
PV-BOG-CUN,60,0.840913598
PV-BOG-CUN,61,0.830439343
PV-BOG-CUN,62,0.78073867
PV-BOG-CUN,63,0.68931946
PV-BOG-CUN,64,0.535807518
PV-BOG-CUN,65,0.311500068
PV-BOG-CUN,66,0.048229595
PV-BOG-CUN,67,0
PV-BOG-CUN,68,0
PV-BOG-CUN,69,0
PV-BOG-CUN,70,0
PV-BOG-CUN,71,0
PV-BOG-CUN,72,0
PV-BOG-CUN,73,0
PV-BOG-CUN,74,0
PV-BOG-CUN,75,0
PV-BOG-CUN,76,0
PV-BOG-CUN,77,0
PV-BOG-CUN,78,0
PV-BOG-CUN,79,0.080833942
PV-BOG-CUN,80,0.367014814
PV-BOG-CUN,81,0.592704452
PV-BOG-CUN,82,0.734693027
PV-BOG-CUN,83,0.802360365
PV-BOG-CUN,84,0.823119331
PV-BOG-CUN,85,0.812187424
PV-BOG-CUN,86,0.757756316
PV-BOG-CUN,87,0.655223992
PV-BOG-CUN,88,0.493112563
PV-BOG-CUN,89,0.269114122
PV-BOG-CUN,90,0.04096641
PV-BOG-CUN,91,0
PV-BOG-CUN,92,0
PV-BOG-CUN,93,0
PV-BOG-CUN,94,0
PV-BOG-CUN,95,0
PV-BOG-CUN,96,0
PV-BOG-CUN,97,0
PV-BOG-CUN,98,0
PV-BOG-CUN,99,0
PV-BOG-CUN,100,0
PV-BOG-CUN,101,0
PV-BOG-CUN,102,0
PV-BOG-CUN,103,0.093534263
PV-BOG-CUN,104,0.395539275
PV-BOG-CUN,105,0.639580407
PV-BOG-CUN,106,0.781697396
PV-BOG-CUN,107,0.843126747
PV-BOG-CUN,108,0.867879757
PV-BOG-CUN,109,0.854001914
PV-BOG-CUN,110,0.811008419
PV-BOG-CUN,111,0.720842281
PV-BOG-CUN,112,0.563387899
PV-BOG-CUN,113,0.32900023
PV-BOG-CUN,114,0.054700512
PV-BOG-CUN,115,0
PV-BOG-CUN,116,0
PV-BOG-CUN,117,0
PV-BOG-CUN,118,0
PV-BOG-CUN,119,0
PV-BOG-CUN,120,0
PV-BOG-CUN,121,0
PV-BOG-CUN,122,0
PV-BOG-CUN,123,0
PV-BOG-CUN,124,0
PV-BOG-CUN,125,0
PV-BOG-CUN,126,0
PV-BOG-CUN,127,0.103780532
PV-BOG-CUN,128,0.426044864
PV-BOG-CUN,129,0.671382021
PV-BOG-CUN,130,0.809614864
PV-BOG-CUN,131,0.866469136
PV-BOG-CUN,132,0.880505434
PV-BOG-CUN,133,0.865142194
PV-BOG-CUN,134,0.816872291
PV-BOG-CUN,135,0.723441003
PV-BOG-CUN,136,0.563036698
PV-BOG-CUN,137,0.332557044
PV-BOG-CUN,138,0.054555993
PV-BOG-CUN,139,0
PV-BOG-CUN,140,0
PV-BOG-CUN,141,0
PV-BOG-CUN,142,0
PV-BOG-CUN,143,0
PV-BOG-CUN,144,0
PV-BOG-CUN,145,0
PV-BOG-CUN,146,0
PV-BOG-CUN,147,0
PV-BOG-CUN,148,0
PV-BOG-CUN,149,0
PV-BOG-CUN,150,0
PV-BOG-CUN,151,0.090150407
PV-BOG-CUN,152,0.389031064
PV-BOG-CUN,153,0.60822861
PV-BOG-CUN,154,0.745566456
PV-BOG-CUN,155,0.820192025
PV-BOG-CUN,156,0.840913598
PV-BOG-CUN,157,0.830439343
PV-BOG-CUN,158,0.78073867
PV-BOG-CUN,159,0.68931946
PV-BOG-CUN,160,0.535807518
PV-BOG-CUN,161,0.311500068
PV-BOG-CUN,162,0.048229595
PV-BOG-CUN,163,0
PV-BOG-CUN,164,0
PV-BOG-CUN,165,0
PV-BOG-CUN,166,0
PV-BOG-CUN,167,0
PV-BOG-CUN,168,0
PV-BOG-CUN,169,0
PV-BOG-CUN,170,0
PV-BOG-CUN,171,0
PV-BOG-CUN,172,0
PV-BOG-CUN,173,0
PV-BOG-CUN,174,0
PV-BOG-CUN,175,0.080833942
PV-BOG-CUN,176,0.367014814
PV-BOG-CUN,177,0.592704452
PV-BOG-CUN,178,0.734693027
PV-BOG-CUN,179,0.802360365
PV-BOG-CUN,180,0.823119331
PV-BOG-CUN,181,0.812187424
PV-BOG-CUN,182,0.757756316
PV-BOG-CUN,183,0.655223992
PV-BOG-CUN,184,0.493112563
PV-BOG-CUN,185,0.269114122
PV-BOG-CUN,186,0.04096641
PV-BOG-CUN,187,0
PV-BOG-CUN,188,0
PV-BOG-CUN,189,0
PV-BOG-CUN,190,0
PV-BOG-CUN,191,0
PV-BOG-CUN,192,0
PV-BOG-CUN,193,0
PV-BOG-CUN,194,0
PV-BOG-CUN,195,0
PV-BOG-CUN,196,0
PV-BOG-CUN,197,0
PV-BOG-CUN,198,0
PV-BOG-CUN,199,0.093534263
PV-BOG-CUN,200,0.395539275
PV-BOG-CUN,201,0.639580407
PV-BOG-CUN,202,0.781697396
PV-BOG-CUN,203,0.843126747
PV-BOG-CUN,204,0.867879757
PV-BOG-CUN,205,0.854001914
PV-BOG-CUN,206,0.811008419
PV-BOG-CUN,207,0.720842281
PV-BOG-CUN,208,0.563387899
PV-BOG-CUN,209,0.32900023
PV-BOG-CUN,210,0.054700512
PV-BOG-CUN,211,0
PV-BOG-CUN,212,0
PV-BOG-CUN,213,0
PV-BOG-CUN,214,0
PV-BOG-CUN,215,0
PV-BOG-CUN,216,0
PV-BOG-CUN,217,0
PV-BOG-CUN,218,0
PV-BOG-CUN,219,0
PV-BOG-CUN,220,0
PV-BOG-CUN,221,0
PV-BOG-CUN,222,0
PV-BOG-CUN,223,0.103780532
PV-BOG-CUN,224,0.426044864
PV-BOG-CUN,225,0.671382021
PV-BOG-CUN,226,0.809614864
PV-BOG-CUN,227,0.866469136
PV-BOG-CUN,228,0.880505434
PV-BOG-CUN,229,0.865142194
PV-BOG-CUN,230,0.816872291
PV-BOG-CUN,231,0.723441003
PV-BOG-CUN,232,0.563036698
PV-BOG-CUN,233,0.332557044
PV-BOG-CUN,234,0.054555993
PV-BOG-CUN,235,0
PV-BOG-CUN,236,0
PV-BOG-CUN,237,0
PV-BOG-CUN,238,0
PV-BOG-CUN,239,0
PV-BOG-CUN,240,0
PV-BOG-CUN,241,0
PV-BOG-CUN,242,0
PV-BOG-CUN,243,0
PV-BOG-CUN,244,0
PV-BOG-CUN,245,0
PV-BOG-CUN,246,0
PV-BOG-CUN,247,0.090150407
PV-BOG-CUN,248,0.389031064
PV-BOG-CUN,249,0.60822861
PV-BOG-CUN,250,0.745566456
PV-BOG-CUN,251,0.820192025
PV-BOG-CUN,252,0.840913598
PV-BOG-CUN,253,0.830439343
PV-BOG-CUN,254,0.78073867
PV-BOG-CUN,255,0.68931946
PV-BOG-CUN,256,0.535807518
PV-BOG-CUN,257,0.311500068
PV-BOG-CUN,258,0.048229595
PV-BOG-CUN,259,0
PV-BOG-CUN,260,0
PV-BOG-CUN,261,0
PV-BOG-CUN,262,0
PV-BOG-CUN,263,0
PV-BOG-CUN,264,0
PV-BOG-CUN,265,0
PV-BOG-CUN,266,0
PV-BOG-CUN,267,0
PV-BOG-CUN,268,0
PV-BOG-CUN,269,0
PV-BOG-CUN,270,0
PV-BOG-CUN,271,0.080833942
PV-BOG-CUN,272,0.367014814
PV-BOG-CUN,273,0.592704452
PV-BOG-CUN,274,0.734693027
PV-BOG-CUN,275,0.802360365
PV-BOG-CUN,276,0.823119331
PV-BOG-CUN,277,0.812187424
PV-BOG-CUN,278,0.757756316
PV-BOG-CUN,279,0.655223992
PV-BOG-CUN,280,0.493112563
PV-BOG-CUN,281,0.269114122
PV-BOG-CUN,282,0.04096641
PV-BOG-CUN,283,0
PV-BOG-CUN,284,0
PV-BOG-CUN,285,0
PV-BOG-CUN,286,0
PV-BOG-CUN,287,0
PV-BOG-CUN,288,0
PV-BOG-CUN,289,0
PV-BOG-CUN,290,0
PV-BOG-CUN,291,0
PV-BOG-CUN,292,0
PV-BOG-CUN,293,0
PV-BOG-CUN,294,0
PV-BOG-CUN,295,0.093534263
PV-BOG-CUN,296,0.395539275
PV-BOG-CUN,297,0.639580407
PV-BOG-CUN,298,0.781697396
PV-BOG-CUN,299,0.843126747
PV-BOG-CUN,300,0.867879757
PV-BOG-CUN,301,0.854001914
PV-BOG-CUN,302,0.811008419
PV-BOG-CUN,303,0.720842281
PV-BOG-CUN,304,0.563387899
PV-BOG-CUN,305,0.32900023
PV-BOG-CUN,306,0.054700512
PV-BOG-CUN,307,0
PV-BOG-CUN,308,0
PV-BOG-CUN,309,0
PV-BOG-CUN,310,0
PV-BOG-CUN,311,0
PV-BOG-CUN,312,0
PV-BOG-CUN,313,0
PV-BOG-CUN,314,0
PV-BOG-CUN,315,0
PV-BOG-CUN,316,0
PV-BOG-CUN,317,0
PV-BOG-CUN,318,0
PV-BOG-CUN,319,0.103780532
PV-BOG-CUN,320,0.426044864
PV-BOG-CUN,321,0.671382021
PV-BOG-CUN,322,0.809614864
PV-BOG-CUN,323,0.866469136
PV-BOG-CUN,324,0.880505434
PV-BOG-CUN,325,0.865142194
PV-BOG-CUN,326,0.816872291
PV-BOG-CUN,327,0.723441003
PV-BOG-CUN,328,0.563036698
PV-BOG-CUN,329,0.332557044
PV-BOG-CUN,330,0.054555993
PV-BOG-CUN,331,0
PV-BOG-CUN,332,0
PV-BOG-CUN,333,0
PV-BOG-CUN,334,0
PV-BOG-CUN,335,0
PV-BOG-CUN,336,0
PV-BOG-CUN,337,0
PV-BOG-CUN,338,0
PV-BOG-CUN,339,0
PV-BOG-CUN,340,0
PV-BOG-CUN,341,0
PV-BOG-CUN,342,0
PV-BOG-CUN,343,0.090150407
PV-BOG-CUN,344,0.389031064
PV-BOG-CUN,345,0.60822861
PV-BOG-CUN,346,0.745566456
PV-BOG-CUN,347,0.820192025
PV-BOG-CUN,348,0.840913598
PV-BOG-CUN,349,0.830439343
PV-BOG-CUN,350,0.78073867
PV-BOG-CUN,351,0.68931946
PV-BOG-CUN,352,0.535807518
PV-BOG-CUN,353,0.311500068
PV-BOG-CUN,354,0.048229595
PV-BOG-CUN,355,0
PV-BOG-CUN,356,0
PV-BOG-CUN,357,0
PV-BOG-CUN,358,0
PV-BOG-CUN,359,0
PV-BOG-CUN,360,0
PV-BOG-CUN,361,0
PV-BOG-CUN,362,0
PV-BOG-CUN,363,0
PV-BOG-CUN,364,0
PV-BOG-CUN,365,0
PV-BOG-CUN,366,0
PV-BOG-CUN,367,0.080833942
PV-BOG-CUN,368,0.367014814
PV-BOG-CUN,369,0.592704452
PV-BOG-CUN,370,0.734693027
PV-BOG-CUN,371,0.802360365
PV-BOG-CUN,372,0.823119331
PV-BOG-CUN,373,0.812187424
PV-BOG-CUN,374,0.757756316
PV-BOG-CUN,375,0.655223992
PV-BOG-CUN,376,0.493112563
PV-BOG-CUN,377,0.269114122
PV-BOG-CUN,378,0.04096641
PV-BOG-CUN,379,0
PV-BOG-CUN,380,0
PV-BOG-CUN,381,0
PV-BOG-CUN,382,0
PV-BOG-CUN,383,0
PV-BOG-CUN,384,0
PV-BOG-CUN,385,0
PV-BOG-CUN,386,0
PV-BOG-CUN,387,0
PV-BOG-CUN,388,0
PV-BOG-CUN,389,0
PV-BOG-CUN,390,0
PV-BOG-CUN,391,0.093534263
PV-BOG-CUN,392,0.395539275
PV-BOG-CUN,393,0.639580407
PV-BOG-CUN,394,0.781697396
PV-BOG-CUN,395,0.843126747
PV-BOG-CUN,396,0.867879757
PV-BOG-CUN,397,0.854001914
PV-BOG-CUN,398,0.811008419
PV-BOG-CUN,399,0.720842281
PV-BOG-CUN,400,0.563387899
PV-BOG-CUN,401,0.32900023
PV-BOG-CUN,402,0.054700512
PV-BOG-CUN,403,0
PV-BOG-CUN,404,0
PV-BOG-CUN,405,0
PV-BOG-CUN,406,0
PV-BOG-CUN,407,0
PV-BOG-CUN,408,0
PV-BOG-CUN,409,0
PV-BOG-CUN,410,0
PV-BOG-CUN,411,0
PV-BOG-CUN,412,0
PV-BOG-CUN,413,0
PV-BOG-CUN,414,0
PV-BOG-CUN,415,0.103780532
PV-BOG-CUN,416,0.426044864
PV-BOG-CUN,417,0.671382021
PV-BOG-CUN,418,0.809614864
PV-BOG-CUN,419,0.866469136
PV-BOG-CUN,420,0.880505434
PV-BOG-CUN,421,0.865142194
PV-BOG-CUN,422,0.816872291
PV-BOG-CUN,423,0.723441003
PV-BOG-CUN,424,0.563036698
PV-BOG-CUN,425,0.332557044
PV-BOG-CUN,426,0.054555993
PV-BOG-CUN,427,0
PV-BOG-CUN,428,0
PV-BOG-CUN,429,0
PV-BOG-CUN,430,0
PV-BOG-CUN,431,0
PV-BOG-CUN,432,0
PV-BOG-CUN,433,0
PV-BOG-CUN,434,0
PV-BOG-CUN,435,0
PV-BOG-CUN,436,0
PV-BOG-CUN,437,0
PV-BOG-CUN,438,0
PV-BOG-CUN,439,0.090150407
PV-BOG-CUN,440,0.389031064
PV-BOG-CUN,441,0.60822861
PV-BOG-CUN,442,0.745566456
PV-BOG-CUN,443,0.820192025
PV-BOG-CUN,444,0.840913598
PV-BOG-CUN,445,0.830439343
PV-BOG-CUN,446,0.78073867
PV-BOG-CUN,447,0.68931946
PV-BOG-CUN,448,0.535807518
PV-BOG-CUN,449,0.311500068
PV-BOG-CUN,450,0.048229595
PV-BOG-CUN,451,0
PV-BOG-CUN,452,0
PV-BOG-CUN,453,0
PV-BOG-CUN,454,0
PV-BOG-CUN,455,0
PV-BOG-CUN,456,0
PV-BOG-CUN,457,0
PV-BOG-CUN,458,0
PV-BOG-CUN,459,0
PV-BOG-CUN,460,0
PV-BOG-CUN,461,0
PV-BOG-CUN,462,0
PV-BOG-CUN,463,0.080833942
PV-BOG-CUN,464,0.367014814
PV-BOG-CUN,465,0.592704452
PV-BOG-CUN,466,0.734693027
PV-BOG-CUN,467,0.802360365
PV-BOG-CUN,468,0.823119331
PV-BOG-CUN,469,0.812187424
PV-BOG-CUN,470,0.757756316
PV-BOG-CUN,471,0.655223992
PV-BOG-CUN,472,0.493112563
PV-BOG-CUN,473,0.269114122
PV-BOG-CUN,474,0.04096641
PV-BOG-CUN,475,0
PV-BOG-CUN,476,0
PV-BOG-CUN,477,0
PV-BOG-CUN,478,0
PV-BOG-CUN,479,0
PV-BOG-CUN,480,0
PV-BOG-CUN,481,0
PV-BOG-CUN,482,0
PV-BOG-CUN,483,0
PV-BOG-CUN,484,0
PV-BOG-CUN,485,0
PV-BOG-CUN,486,0
PV-BOG-CUN,487,0.093534263
PV-BOG-CUN,488,0.395539275
PV-BOG-CUN,489,0.639580407
PV-BOG-CUN,490,0.781697396
PV-BOG-CUN,491,0.843126747
PV-BOG-CUN,492,0.867879757
PV-BOG-CUN,493,0.854001914
PV-BOG-CUN,494,0.811008419
PV-BOG-CUN,495,0.720842281
PV-BOG-CUN,496,0.563387899
PV-BOG-CUN,497,0.32900023
PV-BOG-CUN,498,0.054700512
PV-BOG-CUN,499,0
PV-BOG-CUN,500,0
PV-BOG-CUN,501,0
PV-BOG-CUN,502,0
PV-BOG-CUN,503,0
PV-BOG-CUN,504,0
PV-BOG-CUN,505,0
PV-BOG-CUN,506,0
PV-BOG-CUN,507,0
PV-BOG-CUN,508,0
PV-BOG-CUN,509,0
PV-BOG-CUN,510,0
PV-BOG-CUN,511,0.103780532
PV-BOG-CUN,512,0.426044864
PV-BOG-CUN,513,0.671382021
PV-BOG-CUN,514,0.809614864
PV-BOG-CUN,515,0.866469136
PV-BOG-CUN,516,0.880505434
PV-BOG-CUN,517,0.865142194
PV-BOG-CUN,518,0.816872291
PV-BOG-CUN,519,0.723441003
PV-BOG-CUN,520,0.563036698
PV-BOG-CUN,521,0.332557044
PV-BOG-CUN,522,0.054555993
PV-BOG-CUN,523,0
PV-BOG-CUN,524,0
PV-BOG-CUN,525,0
PV-BOG-CUN,526,0
PV-BOG-CUN,527,0
PV-BOG-CUN,528,0
PV-BOG-CUN,529,0
PV-BOG-CUN,530,0
PV-BOG-CUN,531,0
PV-BOG-CUN,532,0
PV-BOG-CUN,533,0
PV-BOG-CUN,534,0
PV-BOG-CUN,535,0.090150407
PV-BOG-CUN,536,0.389031064
PV-BOG-CUN,537,0.60822861
PV-BOG-CUN,538,0.745566456
PV-BOG-CUN,539,0.820192025
PV-BOG-CUN,540,0.840913598
PV-BOG-CUN,541,0.830439343
PV-BOG-CUN,542,0.78073867
PV-BOG-CUN,543,0.68931946
PV-BOG-CUN,544,0.535807518
PV-BOG-CUN,545,0.311500068
PV-BOG-CUN,546,0.048229595
PV-BOG-CUN,547,0
PV-BOG-CUN,548,0
PV-BOG-CUN,549,0
PV-BOG-CUN,550,0
PV-BOG-CUN,551,0
PV-BOG-CUN,552,0
PV-BOG-CUN,553,0
PV-BOG-CUN,554,0
PV-BOG-CUN,555,0
PV-BOG-CUN,556,0
PV-BOG-CUN,557,0
PV-BOG-CUN,558,0
PV-BOG-CUN,559,0.080833942
PV-BOG-CUN,560,0.367014814
PV-BOG-CUN,561,0.592704452
PV-BOG-CUN,562,0.734693027
PV-BOG-CUN,563,0.802360365
PV-BOG-CUN,564,0.823119331
PV-BOG-CUN,565,0.812187424
PV-BOG-CUN,566,0.757756316
PV-BOG-CUN,567,0.655223992
PV-BOG-CUN,568,0.493112563
PV-BOG-CUN,569,0.269114122
PV-BOG-CUN,570,0.04096641
PV-BOG-CUN,571,0
PV-BOG-CUN,572,0
PV-BOG-CUN,573,0
PV-BOG-CUN,574,0
PV-BOG-CUN,575,0
PV-BOG-CUN,576,0
WN-HTC,1,0.417652067
WN-HTC,2,0.403096149
WN-HTC,3,0.397145685
WN-HTC,4,0.384854905
WN-HTC,5,0.376563278
WN-HTC,6,0.370436541
WN-HTC,7,0.38034766
WN-HTC,8,0.384397444
WN-HTC,9,0.394832283
WN-HTC,10,0.403608919
WN-HTC,11,0.433792165
WN-HTC,12,0.437717088
WN-HTC,13,0.444847118
WN-HTC,14,0.443610905
WN-HTC,15,0.441314359
WN-HTC,16,0.437445952
WN-HTC,17,0.44642103
WN-HTC,18,0.429606911
WN-HTC,19,0.416227066
WN-HTC,20,0.421690991
